record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
8907,2017-05-19T12:43:00.000,Missing Person,Missing Vulnerable Adult Alert - Cesar Manrique - M/W/60 (CW),"Alert issued 5/19/17 at 12:43 PM. A Missing Vulnerable Adult Alert has been issued for Cesar Manrique, a 60-year-old white male from White Plains, NY. He has Alzheimer's and may be in need of medical attention. Description: 5'2' tall, 155lbs, with brown hair and brown eyes. Wearing glasses, blue jeans, dark sneakers, and a Kangol hat. Last Seen: Ridgeway Avenue in White Plains, NY, at approximately 6:30 PM on 5/18. Vehicle: 2008 black Honda Accord with New York registartion GDG-5904. Photo: http://bit.ly/2q4iRee. If you see the missing person, please call the White Plains City Police Department at (914) 422-6111 or call 9-1-1.",2017-05-19 12:43:00
8906,2017-05-19T10:25:00.000,Public Health,Air Quality Health Advisory - 5/19 (CW),"Notification issued 5/19/17 at 10:25 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City from until 10:00 PM tonight. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors.     For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm.",2017-05-19 10:25:00
8894,2017-05-19T09:47:00.000,Local Mass Transit,Mass Transit Restoration - N & W Trains (MN/QN),"Notification issued 5/19/17 at 9:47 AM. Following a prior suspension, normal service has resumed on the F, N, Q, R & W Trains in both directions. Expect residual delays.",2017-05-19 09:47:00
8905,2017-05-19T08:50:00.000,Local Mass Transit,Mass Transit Disruption - N & W Trains (MN/QN),"Notification issued 5/19/17 at 8:50 AM. Due to a train with mechanical problems, N and W Train service is suspended in both directions between Astoria - Ditmars Boulevard in Queens and 57th Street - 7th Avenue in Manhattan. Expect delays in F, N, Q, R & W Train service. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-05-19 08:50:00
8904,2017-05-19T02:57:00.000,Transportation,Road Reopened - Times Square (MN),"Notification issued 5/19/17 at 2:57 AM. Following a prior closure, all streets in the vicinity of Times Square have been reopened. Expect residual delays.",2017-05-19 02:57:00
8903,2017-05-18T17:45:00.000,Local Mass Transit,Mass Transit Disruption - Metro North & Amtrak (CW),"Notification issued 5/18/17 at 5:45 PM. Due to a minor train derailment in Rye, NY, commuters should expect delays and cancellations on the Metro North New Haven line and Amtrak Northeast Corridor service between NYC and New Haven in both directions. Allow for additional travel time.     For more information, please visit www.mta.info or www.amtrak.com.    To view this message in American Sign Language (ASL), ???????, ??????, ??, Français, Kreyòl Ayisyen, Italiano, ???, Polski, P??????, Español, ???? or ?????? : http://on.nyc.gov/2gFqaVT.",2017-05-18 17:45:00
8899,2017-05-18T14:40:00.000,Emergency Activity,Unified Victim Identification System (UVIS) Activated (MN),"Notification issued on 5/18/17 at 2:40 PM. The New York City Unified Victim Identification System (UVIS) has been activated in response to the Times Square vehicle incident that occurred earlier today at West 42nd Street and Broadway in Manhattan. If you are concerned about the welfare of someone who may have been affected by the event and are unable to contact them, please call 311. From outside of NYC, you may call (212) 639-9675.",2017-05-18 14:40:00
8901,2017-05-18T14:15:00.000,School Notification,Update - School Relocation - PS 28K (BK),Notification issued 5/18/17 at 2:15 PM. UPDATE: Staff and students from PS 28K relocated to PS 40K located at 265 Ralph Avenue in Brooklyn will dismiss from PS 40K.,2017-05-18 14:15:00
8900,2017-05-18T13:35:00.000,Transportation,Update - Road Closures - Times Square (MN),"Notification issued 5/18/17 at 1:35 PM. As a result of a motor vehicle collision in the area of Times Square, Manhattan, the following road closures are in effect:    - West 42nd Street is closed from 1st Avenue to 9th Avenue in both directions  - West 43rd-49th Streets are closed from 6th Avenue to 8th Avenue in both directions  - The 23rd Street exit is closed on the northbound FDR Drive  - The 42nd Street exit is closed in both directions on the FDR Drive    Use alternate routes and allow for additional travel time.",2017-05-18 13:35:00
8897,2017-05-18T12:30:00.000,Emergency Activity,Police Activity - Times Square (MN),"Notification issued 5/18/17 at 12:30 PM. Due to police activity, expect traffic delays  and a heavy presence of emergency personnel in the area of Times Square, Manhattan. Consider alternate routes and allow for additional travel time.",2017-05-18 12:30:00
8898,2017-05-18T12:30:00.000,Transportation,Road Closure - 7th Avenue (MN),"Notification issued 5/18/17 at 12:30 PM. Due to a motor vehicle collision, 7th Avenue is closed in both directions between West 42nd Street & West 57th Street in Manhattan. Consider alternate routes and allow for additional travel time.",2017-05-18 12:30:00
8893,2017-05-18T09:02:00.000,School Notification,School Relocation - P.S. 28K (BK),"Notification issued 5/18/17 at 9:02 AM. Due to a building condition staff and students of P.S. 28K, located at 1001 Herkimer Street in Brooklyn will relocate to P.S.40K, located at 265 Ralph Avenue in Brooklyn. Dismissal location is pending.",2017-05-18 09:02:00
8892,2017-05-17T17:30:00.000,Weather,Air Quality Alert - 5/18 (CW),"Notification issued 5/17/17 at 5:30 PM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City tomorrow, 5/18, from 10:00 AM - 10:00 PM. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm.",2017-05-17 17:30:00
8891,2017-05-17T15:40:00.000,Utility,Planned Gas Work: Odor of Gas - 5th Avenue & 57th Street (MN),"Notification issued 5/17/17 at 3:40 PM. This evening, 5/17, Con Edison will be performing gas system construction on 5th Avenue and East 57th Street, in Manhattan. Construction is scheduled to begin at 6:00 PM and end midnight.  During this period of time, elevated natural gas odor may be experienced throughout the localized area.",2017-05-17 15:40:00
8511,2017-05-17T15:00:00.000,zINAC * Drills / Exercises,CERT Exercise - 5/18 (QN),"Notification issued 5/17/17 at 3:00 PM. As part of a Community Emergency Response Team (CERT) training class, a disaster drill will be conducted at LaGuardia Community College located at 2910 Thomson Avenue in Queens at 6:30 PM tomorrow, May 18. Expect to see FDNY and NYPD personnel in action. To learn more about CERT, visit http://www.NYC.gov/CERT.",2017-05-17 15:00:00
8889,2017-05-17T15:00:00.000,Transportation,Planned Closure - AHA Wall Street Run & Heart Walk - 5/18 (MN),"Notification issued 5/17/17 at 3:00 PM. There will be multiple street closures in Lower Manhattan tomorrow, 5/18, in support of the American Heart Association Wall Street Run & Heart Walk. Expect traffic disruptions in the area between 5:30 PM  8:00 PM.     A detailed map of the course can be found here: http://bit.ly/2qwdOFq.     For additional information please visit: http://bit.ly/2pWy6WG.",2017-05-17 15:00:00
8888,2017-05-16T17:30:00.000,Weather,Air Quality Alert - 5/17 (CW),"Notification issued 5/16/17 at 5:30 PM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City tomorrow, 5/17, from 10:00 AM - 10:00 PM. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm.",2017-05-16 17:30:00
8833,2017-05-16T15:00:00.000,Utility,National Grid Full Scale Exercise - 5/17 (SI),"Notification issued 5/16/17 at 3:00 PM. National Grid, in conjunction with FDNY, will be conducting a Gas Emergency Training Drill on Wednesday, 5/17. This is a full scale exercise with a simulated motor vehicle accident and gas leak. The excercise will be at Willow Avenue and Bay Street (Staten Island) between 6:00 PM - 10:00 PM. This is only a drill.",2017-05-16 15:00:00
8878,2017-05-16T15:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Filming - 5/17 (MN),"Notification issued 5/16/17 at 4:00 PM. A black helicopter with a blue stripe and tail #N355AG will fly over Manhattan tomorrow, 5/17. The helicopter will fly over Central Park, the Chrysler Building, and the Empire State Building once for 60 minutes between 10:00 AM - 10:00 PM. The aircraft will fly at an altitude of approximately 800-1,500 feet. In case of inclement weather, the flyover will occur on 5/18 or 5/19.",2017-05-16 15:00:00
8883,2017-05-16T12:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Hudson River - 5/17 (MN/BX),"Notification issued 5/16/17 at 12:00 PM. A flight of two US Navy F/A-18F aircraft will fly over the Hudson River tomorrow, 5/17, at approximately 10:30 AM.",2017-05-16 12:00:00
8506,2017-05-15T15:00:00.000,zINAC * Drills / Exercises,CERT Exercise - 5/16 (BX),"Notification issued 5/15/17 at 3:00 PM. As part of a Community Emergency Response Team (CERT) training class, a controlled fire will be conducted at Fordham University located at 441 East Fordham Road in The Bronx at 6:30 PM tomorrow, May 16. Expect to see FDNY and NYPD personnel in action. To learn more about CERT, visit http://www.NYC.gov/CERT.",2017-05-15 15:00:00
8882,2017-05-15T10:30:00.000,Weather,Wind Advisory - 5/15 (CW),"Notification issued 5/15/17 at 10:30 AM. The National Weather Service has issued a Wind Advisory for today, 5/15, until 6:00 PM for sustained winds of 20-25 mph & gusts in excess of 45 mph.     Use caution when walking/driving high profile vehicles. Winds can cause flying debris, turn unsecured objects into projectiles, & cause power outages. Charge cell phone batteries, gather supplies, & turn refrigerators/freezers to a colder setting. Stay clear of downed power lines. If you are affected by an outage, turn off all appliances & keep refrigerator/freezer doors closed to prevent food spoilage. Do not use generators indoors. If you lose power & have a disability/access needs, or use Life Sustaining Equipment (LSE) & need immediate assistance, dial 9-1-1.     For more information, please visit: www.weather.gov/okx.",2017-05-15 10:30:00
8879,2017-05-15T08:00:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 5/15/17 at 8:00 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.02 inches  LaGuardia Airport 0.01 inches  Central Park 0.02 inches    List of Advisories  Flushing Creek on advisory until 5/16/2017 12:51 AM  Gowanus Canal on advisory until 5/16/2017 12:51 AM  Newtown Creek on advisory until 5/16/2017 12:51 AM  Thurston Basin on advisory until 5/15/2017 2:00 PM  Current CSO advisories: 4    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-15 08:00:00
8881,2017-05-15T06:00:00.000,Transportation,Road Reopened - Belt Parkway (BK),"Notification issued 5/15/17 at 6:00 AM. Following a prior closure, all Brooklyn-bound lanes of the Belt Parkway have reopened at Pennsylvania Avenue in Brooklyn. Expect residual delays.",2017-05-15 06:00:00
8880,2017-05-15T04:59:00.000,Transportation,Road Closure - Belt Parkway (BK/QN),"Notification issued 5/15/17 at 4:57 AM. Due to a vehicle collision, all lanes of the Brooklyn-bound Belt Parkway are closed at Pennsylvania Avenue in Brooklyn. Consider alternate routes and allow for additional travel time.",2017-05-15 04:59:00
8877,2017-05-14T23:42:00.000,Transportation,Traffic Delays - Throgs Neck Bridge (QN),"Notification issued 5/14/17 at 11:40 PM. Due to a motor vehicle collision, expect extensive traffic delays on the Bronx bound Throgs Neck Bridge in Queens. Consider alternate routes and allow for additional travel time.",2017-05-14 23:42:00
8876,2017-05-14T19:30:00.000,zINAC * Fire,Three Alarm Fire - Norfolk & Broome Streets (MN),"Notification issued 5/14/17 at 7:30 PM. Emergency personnel are on the scene of a three alarm fire located at Norfolk & Broome Streets in Manhattan. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-05-14 19:30:00
